area,outages,customers,percent_out,dt_stamp
Washington,568,53991,1.052,2024-04-27
Washington,568,53991,1.052,2024-04-27
Worcester,612,58683,1.043,2024-04-12
Worcester,611,58683,1.041,2024-04-12
Worcester,611,58683,1.041,2024-04-12
Caroline,164,16213,1.012,2024-04-18
Caroline,164,16213,1.012,2024-04-18
Caroline,164,16213,1.012,2024-04-18
Baltimore City,2850,288899,0.987,2024-04-12
Cecil,492,50026,0.983,2024-04-12
Cecil,490,50026,0.979,2024-04-12
Cecil,490,50026,0.979,2024-04-12
Worcester,549,58683,0.936,2024-04-15
Worcester,549,58683,0.936,2024-04-15
Worcester,549,58683,0.936,2024-04-15
Worcester,548,58683,0.934,2024-04-15
Worcester,548,58683,0.934,2024-04-15
Worcester,548,58683,0.934,2024-04-15
Worcester,548,58683,0.934,2024-04-15
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-11
Queen Anne's,246,27481,0.895,2024-04-12
Queen Anne's,246,27481,0.895,2024-04-12
Queen Anne's,246,27481,0.895,2024-04-12
Charles,640,71824,0.891,2024-04-20
Charles,640,71824,0.891,2024-04-20
Charles,640,71824,0.891,2024-04-20
Charles,640,71824,0.891,2024-04-20
Charles,638,71824,0.888,2024-04-20
Queen Anne's,243,27482,0.884,2024-04-22
Cecil,441,50024,0.882,2024-04-20
Cecil,441,50024,0.882,2024-04-20
Anne Arundel,2290,263424,0.869,2024-04-12
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,238,27482,0.866,2024-04-19
Queen Anne's,237,27482,0.862,2024-04-19
Queen Anne's,237,27482,0.862,2024-04-19
Cecil,411,50024,0.822,2024-04-20
Cecil,410,50024,0.82,2024-04-20
Cecil,410,50024,0.82,2024-04-20
Cecil,410,50024,0.82,2024-04-20
Washington,438,53990,0.811,2024-04-30
Washington,437,53990,0.809,2024-04-30
Washington,436,53990,0.808,2024-04-30
Washington,435,53990,0.806,2024-04-30
Washington,435,53990,0.806,2024-04-30
Washington,433,53990,0.802,2024-04-30
Washington,433,53990,0.802,2024-04-30
Washington,432,53990,0.8,2024-04-30
Queen Anne's,219,27481,0.797,2024-04-15
Queen Anne's,219,27481,0.797,2024-04-15
Queen Anne's,219,27481,0.797,2024-04-15
Allegany,296,37297,0.794,2024-05-02
Allegany,296,37297,0.794,2024-05-02
Allegany,296,37297,0.794,2024-05-02
Queen Anne's,215,27481,0.782,2024-04-15
Queen Anne's,215,27481,0.782,2024-04-15
Worcester,441,58683,0.751,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Allegany,274,37328,0.734,2024-04-12
Worcester,429,58683,0.731,2024-04-12
Worcester,429,58683,0.731,2024-04-12
Calvert,303,41966,0.722,2024-04-27
Calvert,303,41966,0.722,2024-04-27
Calvert,303,41966,0.722,2024-04-27
Calvert,303,41966,0.722,2024-04-27
Calvert,303,41966,0.722,2024-04-27
Calvert,302,41966,0.72,2024-04-27
Garrett,147,20422,0.72,2024-04-13
Garrett,147,20422,0.72,2024-04-13
Garrett,146,20422,0.715,2024-04-13
Garrett,146,20422,0.715,2024-04-13
Baltimore City,1995,288899,0.691,2024-04-12
Baltimore City,1994,288899,0.69,2024-04-12
Baltimore City,1994,288899,0.69,2024-04-12
Baltimore City,1994,288899,0.69,2024-04-12
Baltimore City,1992,288899,0.69,2024-04-12
Baltimore City,1992,288899,0.69,2024-04-12
Baltimore City,1990,288899,0.689,2024-04-12
Baltimore City,1990,288899,0.689,2024-04-12
Baltimore City,1970,288899,0.682,2024-04-12
Worcester,393,58683,0.67,2024-04-15
Baltimore City,1935,288899,0.67,2024-04-12
Garrett,136,20423,0.666,2024-04-25
St. Mary's,374,56246,0.665,2024-04-12
Frederick,772,116746,0.661,2024-05-02
Frederick,771,116746,0.66,2024-05-02
Frederick,771,116746,0.66,2024-05-02
Frederick,771,116746,0.66,2024-05-02
Frederick,771,116746,0.66,2024-05-02
Baltimore,2441,378186,0.645,2024-05-01
Baltimore,2440,378186,0.645,2024-05-01
St. Mary's,351,56246,0.624,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
St. Mary's,349,56246,0.62,2024-04-12
Washington,320,53991,0.593,2024-04-27
Washington,318,53991,0.589,2024-04-27
Garrett,120,20423,0.588,2024-04-13
St. Mary's,331,56246,0.588,2024-04-12
St. Mary's,331,56246,0.588,2024-04-12
Washington,317,53991,0.587,2024-04-27
Baltimore,2170,378582,0.573,2024-04-22
Baltimore,2138,378582,0.565,2024-04-22
Baltimore,2138,378582,0.565,2024-04-22
Garrett,114,20423,0.558,2024-04-17
Garrett,114,20423,0.558,2024-04-17
Garrett,114,20423,0.558,2024-04-17
Garrett,114,20423,0.558,2024-04-18
Garrett,114,20423,0.558,2024-04-18
Garrett,112,20423,0.548,2024-04-17
Queen Anne's,150,27481,0.546,2024-04-15
Anne Arundel,1434,263424,0.544,2024-04-12
Garrett,111,20423,0.544,2024-04-17
Dorchester,107,19846,0.539,2024-04-19
Charles,387,71820,0.539,2024-04-22
Charles,387,71820,0.539,2024-04-22
Anne Arundel,1410,263424,0.535,2024-04-12
Dorchester,106,19846,0.534,2024-04-19
Anne Arundel,1407,263424,0.534,2024-04-12
Washington,284,53990,0.526,2024-04-30
Anne Arundel,1372,263424,0.521,2024-04-12
Anne Arundel,1372,263424,0.521,2024-04-12
Anne Arundel,1372,263424,0.521,2024-04-12
Anne Arundel,1372,263424,0.521,2024-04-12
Anne Arundel,1371,263424,0.52,2024-04-12
Anne Arundel,1370,263424,0.52,2024-04-12
Anne Arundel,1371,263424,0.52,2024-04-12
Anne Arundel,1370,263424,0.52,2024-04-12
Anne Arundel,1357,263424,0.515,2024-04-12
Anne Arundel,1353,263424,0.514,2024-04-12
Anne Arundel,1354,263424,0.514,2024-04-12
Kent,63,12283,0.513,2024-04-15
Kent,63,12283,0.513,2024-04-15
Kent,63,12283,0.513,2024-04-15
Kent,63,12283,0.513,2024-04-15
Kent,63,12283,0.513,2024-04-15
Kent,63,12283,0.513,2024-04-15
Howard,706,139627,0.506,2024-04-13
Howard,705,139627,0.505,2024-04-13
Howard,705,139627,0.505,2024-04-13
Howard,705,139627,0.505,2024-04-13
Howard,705,139627,0.505,2024-04-13
Howard,705,139627,0.505,2024-04-13
Howard,705,139627,0.505,2024-04-13
Talbot,119,23646,0.503,2024-04-12
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Cecil,245,50031,0.49,2024-04-26
Carroll,366,76706,0.477,2024-04-13
Carroll,366,76706,0.477,2024-04-13
Baltimore,1801,378717,0.476,2024-04-13
Baltimore,1801,378717,0.476,2024-04-13
Carroll,365,76706,0.476,2024-04-13
Carroll,365,76706,0.476,2024-04-13
Baltimore,1799,378717,0.475,2024-04-13
Baltimore,1794,378717,0.474,2024-04-13
St. Mary's,266,56243,0.473,2024-04-20
Baltimore,1789,378582,0.473,2024-04-22
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
St. Mary's,265,56243,0.471,2024-04-20
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Garrett,96,20423,0.47,2024-04-30
Baltimore,1774,378717,0.468,2024-04-13
Prince George's,1559,349997,0.445,2024-04-13
Carroll,338,76706,0.441,2024-04-13
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Queen Anne's,121,27482,0.44,2024-04-22
Baltimore,1657,378717,0.438,2024-04-13
Garrett,89,20423,0.436,2024-04-18
Garrett,89,20423,0.436,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Garrett,88,20423,0.431,2024-04-18
Queen Anne's,117,27481,0.426,2024-04-12
Queen Anne's,117,27481,0.426,2024-04-12
Queen Anne's,117,27481,0.426,2024-04-12
Queen Anne's,117,27481,0.426,2024-04-12
Queen Anne's,117,27481,0.426,2024-04-12
Queen Anne's,117,27481,0.426,2024-04-12
Baltimore,1605,378717,0.424,2024-04-13
Prince George's,1482,350189,0.423,2024-05-02
Prince George's,1483,350189,0.423,2024-05-02
Kent,51,12277,0.415,2024-05-01
Kent,51,12277,0.415,2024-05-01
Kent,51,12277,0.415,2024-05-01
Baltimore City,1195,288899,0.414,2024-04-12
St. Mary's,231,56246,0.411,2024-04-13
St. Mary's,231,56246,0.411,2024-04-13
St. Mary's,231,56246,0.411,2024-04-13
St. Mary's,231,56246,0.411,2024-04-13
St. Mary's,231,56246,0.411,2024-04-13
St. Mary's,231,56246,0.411,2024-04-13
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Queen Anne's,113,27481,0.411,2024-04-15
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Garrett,84,20423,0.411,2024-04-20
Kent,50,12277,0.407,2024-05-01
Harford,463,114979,0.403,2024-04-12
Harford,463,114979,0.403,2024-04-12
Washington,216,53991,0.4,2024-04-27
Calvert,167,41954,0.398,2024-05-02
Calvert,167,41954,0.398,2024-05-02
Calvert,167,41954,0.398,2024-05-02
Calvert,167,41954,0.398,2024-05-02
Garrett,81,20423,0.397,2024-04-13
Garrett,81,20423,0.397,2024-04-13
Garrett,81,20423,0.397,2024-04-13
Garrett,81,20423,0.397,2024-04-13
Garrett,81,20423,0.397,2024-04-13
Talbot,93,23646,0.393,2024-04-12
Washington,211,53991,0.391,2024-04-27
Howard,545,139627,0.39,2024-04-13
Garrett,79,20423,0.387,2024-04-18
Garrett,79,20423,0.387,2024-04-18
Harford,445,114979,0.387,2024-04-12
Montgomery,1472,381549,0.386,2024-04-29
Harford,440,114979,0.383,2024-04-12
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Garrett,78,20423,0.382,2024-04-13
Harford,439,114979,0.382,2024-04-12
Queen Anne's,103,27481,0.375,2024-04-12
Queen Anne's,103,27481,0.375,2024-04-12
Queen Anne's,103,27481,0.375,2024-04-12
Queen Anne's,103,27481,0.375,2024-04-12
Dorchester,74,19844,0.373,2024-04-15
Dorchester,74,19844,0.373,2024-04-15
Dorchester,74,19843,0.373,2024-04-15
Dorchester,74,19843,0.373,2024-04-15
Harford,428,114979,0.372,2024-04-12
Queen Anne's,102,27481,0.371,2024-04-12
Baltimore,1404,378717,0.371,2024-04-13
Baltimore,1396,378717,0.369,2024-04-13
Harford,424,114979,0.369,2024-04-12
Howard,512,139627,0.367,2024-04-13
Baltimore,1390,378717,0.367,2024-04-13
Carroll,279,76706,0.364,2024-04-13
Carroll,279,76706,0.364,2024-04-13
Calvert,152,41972,0.362,2024-04-17
Calvert,152,41972,0.362,2024-04-17
Calvert,152,41954,0.362,2024-05-02
Calvert,152,41954,0.362,2024-05-02
Calvert,152,41954,0.362,2024-05-02
Calvert,151,41972,0.36,2024-04-17
Calvert,151,41972,0.36,2024-04-17
Calvert,151,41972,0.36,2024-04-17
Calvert,151,41954,0.36,2024-05-02
Carroll,275,76706,0.359,2024-04-13
Allegany,134,37329,0.359,2024-04-24
Baltimore,1352,378756,0.357,2024-04-12
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Allegany,133,37329,0.356,2024-04-24
Harford,407,114979,0.354,2024-04-12
Howard,493,139627,0.353,2024-04-13
Dorchester,70,19846,0.353,2024-04-19
Dorchester,70,19846,0.353,2024-04-19
Dorchester,70,19846,0.353,2024-04-19
Dorchester,70,19846,0.353,2024-04-19
Carroll,271,76706,0.353,2024-04-13
Carroll,270,76706,0.352,2024-04-13
Carroll,269,76706,0.351,2024-04-13
Baltimore City,1014,288899,0.351,2024-04-12
Anne Arundel,923,263428,0.35,2024-04-16
Anne Arundel,923,263428,0.35,2024-04-16
Anne Arundel,923,263428,0.35,2024-04-16
Anne Arundel,923,263428,0.35,2024-04-16
Anne Arundel,923,263428,0.35,2024-04-16
Carroll,268,76706,0.349,2024-04-13
Wicomico,173,49912,0.347,2024-04-12
Wicomico,173,49912,0.347,2024-04-12
Wicomico,173,49912,0.347,2024-04-12
Wicomico,173,49912,0.347,2024-04-12
Wicomico,172,49912,0.345,2024-04-12
Wicomico,172,49912,0.345,2024-04-12
Carroll,263,76706,0.343,2024-04-13
Baltimore City,979,288899,0.339,2024-04-12
Baltimore City,979,288899,0.339,2024-04-12
Caroline,55,16210,0.339,2024-04-24
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Garrett,69,20423,0.338,2024-04-13
Baltimore City,977,288899,0.338,2024-04-12
Baltimore,1271,378717,0.336,2024-04-13
Baltimore,1254,378717,0.331,2024-04-13
Baltimore,1255,378717,0.331,2024-04-13
Baltimore,1242,378717,0.328,2024-04-13
St. Mary's,184,56246,0.327,2024-04-12
Baltimore,1235,378756,0.326,2024-04-12
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Garrett,66,20423,0.323,2024-04-13
Anne Arundel,849,263424,0.322,2024-04-12
Anne Arundel,844,263424,0.32,2024-04-12
Anne Arundel,844,263424,0.32,2024-04-12
Baltimore,1203,378186,0.318,2024-05-01
Somerset,36,11305,0.318,2024-04-29
Somerset,36,11305,0.318,2024-04-30
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Garrett,65,20423,0.318,2024-04-14
Anne Arundel,831,263198,0.316,2024-05-01
Anne Arundel,831,263198,0.316,2024-05-01
Anne Arundel,830,263198,0.315,2024-05-01
Baltimore City,904,288835,0.313,2024-04-18
St. Mary's,175,56246,0.311,2024-04-12
St. Mary's,175,56246,0.311,2024-04-12
St. Mary's,175,56246,0.311,2024-04-12
St. Mary's,171,56127,0.305,2024-05-02
St. Mary's,169,56127,0.301,2024-05-02
St. Mary's,169,56127,0.301,2024-05-02
Kent,37,12283,0.301,2024-04-12
Kent,37,12283,0.301,2024-04-12
Kent,37,12283,0.301,2024-04-12
Kent,37,12283,0.301,2024-04-12
Kent,37,12283,0.301,2024-04-12
Kent,37,12283,0.301,2024-04-12
