area,outages,customers,percent_out,dt_stamp
Baltimore,18,378656,0.005,2024-04-18
Baltimore City,15,288835,0.005,2024-04-18
Carroll,4,76705,0.005,2024-04-18
Garrett,1,20423,0.005,2024-04-18
Baltimore,18,378656,0.005,2024-04-18
Baltimore City,15,288835,0.005,2024-04-18
Carroll,4,76705,0.005,2024-04-18
Garrett,1,20423,0.005,2024-04-18
Baltimore,18,378656,0.005,2024-04-18
Baltimore City,14,288835,0.005,2024-04-18
Carroll,4,76705,0.005,2024-04-18
Dorchester,1,19846,0.005,2024-04-22
Dorchester,1,19846,0.005,2024-04-22
Garrett,1,20423,0.005,2024-04-18
Baltimore,19,378656,0.005,2024-04-18
Baltimore City,14,288835,0.005,2024-04-18
Carroll,4,76705,0.005,2024-04-18
Dorchester,1,19846,0.005,2024-04-22
Baltimore,19,378471,0.005,2024-04-24
Garrett,1,20423,0.005,2024-04-18
Baltimore,18,378656,0.005,2024-04-18
Baltimore City,14,288835,0.005,2024-04-18
Carroll,4,76705,0.005,2024-04-18
Garrett,1,20423,0.005,2024-04-18
Dorchester,1,19846,0.005,2024-04-22
Dorchester,1,19846,0.005,2024-04-22
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
Garrett,1,20423,0.005,2024-04-20
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
Baltimore,18,378582,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
Baltimore,19,378582,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
Baltimore,19,378582,0.005,2024-04-22
Baltimore,19,378582,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
Baltimore,19,378582,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
St. Mary's,3,56222,0.005,2024-04-22
Prince George's,17,350104,0.005,2024-04-23
Harford,6,114939,0.005,2024-04-27
Harford,6,114939,0.005,2024-04-27
Carroll,4,76604,0.005,2024-04-25
Carroll,4,76604,0.005,2024-04-25
Baltimore,15,378454,0.004,2024-04-25
Baltimore,15,378454,0.004,2024-04-25
Frederick,5,116740,0.004,2024-05-01
Frederick,5,116740,0.004,2024-05-01
Montgomery,14,381543,0.004,2024-04-27
Frederick,5,116740,0.004,2024-05-01
Anne Arundel,11,263407,0.004,2024-04-18
Prince George's,14,350079,0.004,2024-04-18
Anne Arundel,11,263407,0.004,2024-04-18
Montgomery,14,381543,0.004,2024-04-27
Montgomery,14,381543,0.004,2024-04-27
Frederick,5,116740,0.004,2024-05-01
Frederick,5,116740,0.004,2024-05-01
Charles,3,71833,0.004,2024-04-12
Frederick,5,116740,0.004,2024-05-01
Prince George's,15,350079,0.004,2024-04-18
Frederick,5,116740,0.004,2024-05-01
Anne Arundel,11,263407,0.004,2024-04-18
Baltimore,17,378414,0.004,2024-04-29
Prince George's,15,350079,0.004,2024-04-18
Howard,6,139645,0.004,2024-04-12
Anne Arundel,10,263407,0.004,2024-04-18
Prince George's,15,350079,0.004,2024-04-18
Baltimore,14,378414,0.004,2024-04-29
Baltimore,14,378414,0.004,2024-04-29
Anne Arundel,10,263279,0.004,2024-04-29
Howard,6,139645,0.004,2024-04-12
Montgomery,15,381524,0.004,2024-05-01
Anne Arundel,10,263279,0.004,2024-04-29
Howard,6,139645,0.004,2024-04-12
Anne Arundel,10,263407,0.004,2024-04-18
Anne Arundel,11,263415,0.004,2024-04-14
Talbot,1,23647,0.004,2024-04-23
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23647,0.004,2024-04-23
Cecil,2,50023,0.004,2024-04-23
Anne Arundel,10,263407,0.004,2024-04-18
St. Mary's,2,56243,0.004,2024-04-21
Cecil,2,50023,0.004,2024-04-23
Anne Arundel,11,263415,0.004,2024-04-14
St. Mary's,2,56243,0.004,2024-04-21
Cecil,2,50023,0.004,2024-04-23
Baltimore City,12,288836,0.004,2024-04-16
St. Mary's,2,56243,0.004,2024-04-21
St. Mary's,2,56127,0.004,2024-04-29
St. Mary's,2,56243,0.004,2024-04-21
Cecil,2,50023,0.004,2024-04-23
Anne Arundel,11,263415,0.004,2024-04-14
St. Mary's,2,56127,0.004,2024-04-29
St. Mary's,2,56243,0.004,2024-04-21
Baltimore City,12,288836,0.004,2024-04-17
Anne Arundel,11,263415,0.004,2024-04-14
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23647,0.004,2024-04-25
Talbot,1,23647,0.004,2024-04-25
Montgomery,17,381524,0.004,2024-05-01
Anne Arundel,10,263407,0.004,2024-04-18
Baltimore City,11,288835,0.004,2024-04-18
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23647,0.004,2024-04-25
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23647,0.004,2024-04-25
Baltimore City,12,288836,0.004,2024-04-17
Baltimore,16,378414,0.004,2024-04-29
Frederick,5,116750,0.004,2024-04-14
Cecil,2,50023,0.004,2024-04-23
Montgomery,16,381549,0.004,2024-04-29
Talbot,1,23651,0.004,2024-04-29
Montgomery,15,381524,0.004,2024-05-01
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23647,0.004,2024-04-25
Montgomery,15,381549,0.004,2024-04-29
Montgomery,17,381524,0.004,2024-05-01
St. Mary's,2,56243,0.004,2024-04-21
Frederick,5,116750,0.004,2024-04-14
Baltimore City,11,288836,0.004,2024-04-17
Montgomery,15,381668,0.004,2024-04-23
Talbot,1,23647,0.004,2024-04-25
Talbot,1,23651,0.004,2024-04-29
Anne Arundel,10,263407,0.004,2024-04-18
Montgomery,17,381549,0.004,2024-04-29
Talbot,1,23651,0.004,2024-04-29
Montgomery,15,381668,0.004,2024-04-23
St. Mary's,2,56243,0.004,2024-04-21
Montgomery,17,381549,0.004,2024-04-29
Talbot,1,23651,0.004,2024-04-29
St. Mary's,2,56243,0.004,2024-04-21
Montgomery,17,381549,0.004,2024-04-29
Talbot,1,23651,0.004,2024-04-29
Anne Arundel,10,263407,0.004,2024-04-18
Talbot,1,23647,0.004,2024-04-25
Talbot,1,23651,0.004,2024-04-29
Baltimore,14,378414,0.004,2024-04-29
Howard,5,139626,0.004,2024-04-27
Anne Arundel,10,263198,0.004,2024-05-01
Frederick,5,116750,0.004,2024-04-14
Howard,5,139626,0.004,2024-04-27
Talbot,1,23647,0.004,2024-04-25
Talbot,1,23651,0.004,2024-04-29
Baltimore,14,378414,0.004,2024-04-29
Howard,5,139626,0.004,2024-04-27
Anne Arundel,10,263407,0.004,2024-04-18
Queen Anne's,1,27481,0.004,2024-04-23
Talbot,1,23651,0.004,2024-04-29
Howard,5,139626,0.004,2024-04-27
Talbot,1,23647,0.004,2024-04-25
St. Mary's,2,56222,0.004,2024-04-27
St. Mary's,2,56243,0.004,2024-04-21
Talbot,1,23651,0.004,2024-04-29
Howard,5,139626,0.004,2024-04-27
St. Mary's,2,56222,0.004,2024-04-27
St. Mary's,2,56243,0.004,2024-04-21
Howard,5,139626,0.004,2024-04-27
St. Mary's,2,56222,0.004,2024-04-27
St. Mary's,2,56243,0.004,2024-04-21
Frederick,5,116750,0.004,2024-04-14
Queen Anne's,1,27481,0.004,2024-04-23
Queen Anne's,1,27481,0.004,2024-04-12
St. Mary's,2,56222,0.004,2024-04-27
St. Mary's,2,56243,0.004,2024-04-21
Queen Anne's,1,27481,0.004,2024-04-12
Talbot,1,23647,0.004,2024-04-25
Prince George's,14,350080,0.004,2024-04-18
Queen Anne's,1,27481,0.004,2024-04-12
Talbot,1,23647,0.004,2024-04-25
Prince George's,14,350120,0.004,2024-04-25
Prince George's,14,350080,0.004,2024-04-18
Baltimore,15,378396,0.004,2024-04-27
Frederick,5,116750,0.004,2024-04-15
Prince George's,15,350120,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-12
Frederick,5,116750,0.004,2024-04-15
Prince George's,14,350080,0.004,2024-04-18
Prince George's,15,350120,0.004,2024-04-25
Prince George's,13,350120,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-12
St. Mary's,2,56222,0.004,2024-04-21
Baltimore City,12,288836,0.004,2024-04-17
Baltimore City,12,288836,0.004,2024-04-17
Queen Anne's,1,27481,0.004,2024-04-12
Prince George's,13,350120,0.004,2024-04-25
Prince George's,14,350080,0.004,2024-04-19
Queen Anne's,1,27481,0.004,2024-04-12
Baltimore City,12,288836,0.004,2024-04-17
St. Mary's,2,56222,0.004,2024-04-21
Queen Anne's,1,27481,0.004,2024-04-23
Prince George's,14,350120,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-12
Frederick,5,116750,0.004,2024-04-15
Baltimore City,12,288836,0.004,2024-04-17
Prince George's,13,350120,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-12
Baltimore City,12,288836,0.004,2024-04-17
Queen Anne's,1,27481,0.004,2024-04-12
Baltimore City,11,288059,0.004,2024-05-01
Baltimore City,11,288836,0.004,2024-04-17
Frederick,5,116751,0.004,2024-04-25
Baltimore City,11,288836,0.004,2024-04-17
Frederick,5,116751,0.004,2024-04-25
Baltimore City,12,288059,0.004,2024-05-01
Queen Anne's,1,27481,0.004,2024-04-12
Frederick,5,116751,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Harford,5,114979,0.004,2024-04-15
Baltimore,15,378454,0.004,2024-04-25
Prince George's,13,350120,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Anne Arundel,11,263422,0.004,2024-04-13
Baltimore,14,378454,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Harford,5,114979,0.004,2024-04-15
Baltimore,14,378454,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Harford,5,114979,0.004,2024-04-15
Howard,5,139560,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Baltimore,15,378454,0.004,2024-04-25
Howard,5,139619,0.004,2024-04-17
Howard,5,139560,0.004,2024-04-25
Baltimore,15,378454,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Howard,5,139619,0.004,2024-04-17
Baltimore,17,378454,0.004,2024-04-25
Queen Anne's,1,27481,0.004,2024-04-13
Montgomery,15,381665,0.004,2024-04-25
Baltimore,17,378454,0.004,2024-04-25
Montgomery,15,381665,0.004,2024-04-25
Harford,5,114979,0.004,2024-04-15
Howard,5,139619,0.004,2024-04-17
Charles,3,71820,0.004,2024-05-01
Howard,5,139619,0.004,2024-04-17
Queen Anne's,1,27482,0.004,2024-04-17
Charles,3,71820,0.004,2024-05-01
Howard,5,139619,0.004,2024-04-17
Talbot,1,23647,0.004,2024-04-17
Charles,3,71820,0.004,2024-05-01
Howard,5,139619,0.004,2024-04-17
Prince George's,13,350073,0.004,2024-04-17
Talbot,1,23647,0.004,2024-04-17
Charles,3,71820,0.004,2024-05-01
Prince George's,15,350073,0.004,2024-04-17
Talbot,1,23647,0.004,2024-04-17
Anne Arundel,10,263198,0.004,2024-05-01
Prince George's,15,350073,0.004,2024-04-17
Baltimore,16,378186,0.004,2024-05-01
Baltimore,16,378158,0.004,2024-05-01
Prince George's,15,350073,0.004,2024-04-17
Prince George's,15,350120,0.004,2024-04-25
Prince George's,15,350073,0.004,2024-04-17
Baltimore,15,378158,0.004,2024-05-02
Baltimore,15,378158,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
St. Mary's,2,56222,0.004,2024-04-25
Harford,5,114979,0.004,2024-04-15
Harford,5,114979,0.004,2024-04-15
Frederick,5,116748,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
Frederick,5,116748,0.004,2024-05-02
Frederick,5,116748,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
Frederick,5,116748,0.004,2024-05-02
Frederick,5,116748,0.004,2024-05-02
Frederick,5,116748,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
Frederick,5,116748,0.004,2024-05-02
Prince George's,13,350232,0.004,2024-04-30
Queen Anne's,1,27481,0.004,2024-04-23
Frederick,5,116748,0.004,2024-05-02
St. Mary's,2,56222,0.004,2024-04-21
Harford,5,114979,0.004,2024-04-15
Harford,5,114901,0.004,2024-04-30
St. Mary's,2,56222,0.004,2024-04-21
Baltimore,16,378762,0.004,2024-04-15
Charles,3,71824,0.004,2024-04-17
St. Mary's,2,56222,0.004,2024-04-21
Harford,5,114901,0.004,2024-04-30
Harford,5,114979,0.004,2024-04-15
Harford,5,114901,0.004,2024-04-30
Charles,3,71824,0.004,2024-04-19
St. Mary's,2,56222,0.004,2024-04-21
Queen Anne's,1,27481,0.004,2024-04-23
Baltimore,16,378762,0.004,2024-04-15
Harford,5,114901,0.004,2024-04-30
Harford,5,114979,0.004,2024-04-15
Harford,5,114901,0.004,2024-04-30
Harford,5,114979,0.004,2024-04-15
Baltimore,16,378762,0.004,2024-04-15
Harford,5,114979,0.004,2024-04-15
Howard,5,139574,0.004,2024-05-02
Montgomery,17,381544,0.004,2024-05-02
Harford,5,114901,0.004,2024-04-30
Charles,3,71824,0.004,2024-04-17
St. Mary's,2,56222,0.004,2024-04-21
Prince George's,14,350189,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
Harford,5,114901,0.004,2024-04-30
Harford,5,114901,0.004,2024-04-30
Howard,5,139574,0.004,2024-05-02
Montgomery,14,381544,0.004,2024-05-02
Harford,5,114901,0.004,2024-04-30
Howard,5,139574,0.004,2024-05-02
Montgomery,14,381544,0.004,2024-05-02
Howard,5,139574,0.004,2024-05-02
Montgomery,16,381549,0.004,2024-05-02
Baltimore,14,378690,0.004,2024-04-17
St. Mary's,2,56222,0.004,2024-04-21
St. Mary's,2,56222,0.004,2024-04-21
Howard,5,139574,0.004,2024-05-02
Montgomery,16,381549,0.004,2024-05-02
Talbot,1,23654,0.004,2024-05-02
Baltimore,15,378158,0.004,2024-05-02
Montgomery,16,381549,0.004,2024-05-02
Talbot,1,23654,0.004,2024-05-02
St. Mary's,2,56222,0.004,2024-04-21
Baltimore,15,378158,0.004,2024-05-02
Anne Arundel,10,263392,0.004,2024-04-19
St. Mary's,2,56127,0.004,2024-05-02
Baltimore,14,378762,0.004,2024-04-15
Howard,5,139573,0.004,2024-05-02
St. Mary's,2,56222,0.004,2024-04-21
Talbot,1,23654,0.004,2024-05-02
Queen Anne's,1,27481,0.004,2024-04-23
Prince George's,15,350281,0.004,2024-04-26
Talbot,1,23648,0.004,2024-04-19
Talbot,1,23654,0.004,2024-05-02
Howard,6,139645,0.004,2024-04-15
Talbot,1,23654,0.004,2024-05-02
Talbot,1,23648,0.004,2024-04-19
Prince George's,15,350281,0.004,2024-04-26
Charles,3,71824,0.004,2024-04-19
Talbot,1,23655,0.004,2024-05-02
Talbot,1,23648,0.004,2024-04-19
Harford,5,114979,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
Baltimore,16,378690,0.004,2024-04-17
Talbot,1,23655,0.004,2024-05-02
Harford,5,114979,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
Talbot,1,23647,0.004,2024-04-15
Baltimore,16,378690,0.004,2024-04-17
Harford,5,114979,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
Charles,3,71824,0.004,2024-04-19
Talbot,1,23647,0.004,2024-04-15
Talbot,1,23648,0.004,2024-04-26
Talbot,1,23648,0.004,2024-04-26
Charles,3,71824,0.004,2024-04-19
Charles,3,71824,0.004,2024-04-19
Harford,5,114979,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
St. Mary's,2,56222,0.004,2024-04-28
Talbot,1,23647,0.004,2024-04-15
Baltimore,14,378762,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
Baltimore,14,378762,0.004,2024-04-15
Montgomery,15,381577,0.004,2024-04-26
Charles,3,71824,0.004,2024-04-19
Harford,5,114979,0.004,2024-04-15
Howard,6,139645,0.004,2024-04-15
Talbot,1,23647,0.004,2024-04-15
St. Mary's,2,56222,0.004,2024-04-28
Talbot,1,23647,0.004,2024-04-15
Anne Arundel,10,263392,0.004,2024-04-19
Charles,3,71824,0.004,2024-04-19
Anne Arundel,10,263392,0.004,2024-04-19
St. Mary's,2,56127,0.004,2024-04-28
Charles,3,71824,0.004,2024-04-19
Baltimore City,12,288019,0.004,2024-05-02
Montgomery,14,381577,0.004,2024-04-26
St. Mary's,2,56127,0.004,2024-04-28
Howard,6,139645,0.004,2024-04-15
Baltimore,15,378690,0.004,2024-04-17
Charles,3,71824,0.004,2024-04-19
St. Mary's,2,56127,0.004,2024-04-28
Charles,3,71824,0.004,2024-04-19
Baltimore City,11,288019,0.004,2024-05-02
Baltimore,15,378690,0.004,2024-04-17
Howard,6,139645,0.004,2024-04-15
Charles,3,71824,0.004,2024-04-19
Montgomery,16,381577,0.004,2024-04-26
Baltimore City,11,288019,0.004,2024-05-02
Charles,3,71824,0.004,2024-04-19
Baltimore,15,378410,0.004,2024-04-28
Howard,6,139645,0.004,2024-04-15
Baltimore City,11,288632,0.004,2024-04-23
Montgomery,16,381577,0.004,2024-04-26
Talbot,1,23655,0.004,2024-05-02
Charles,3,71824,0.004,2024-04-19
Montgomery,17,381577,0.004,2024-04-26
Charles,3,71824,0.004,2024-04-19
Baltimore,15,378410,0.004,2024-04-28
Talbot,1,23655,0.004,2024-05-02
Charles,3,71824,0.004,2024-04-19
Talbot,1,23655,0.004,2024-05-02
Frederick,5,116750,0.004,2024-04-15
Charles,3,71824,0.004,2024-04-19
St. Mary's,2,56243,0.004,2024-04-15
Baltimore,15,378410,0.004,2024-04-28
Charles,3,71824,0.004,2024-04-19
Frederick,5,116750,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Talbot,1,23655,0.004,2024-05-02
Anne Arundel,11,263410,0.004,2024-04-17
Charles,3,71824,0.004,2024-04-19
St. Mary's,2,56243,0.004,2024-04-15
Baltimore,15,378410,0.004,2024-04-28
Baltimore,14,378410,0.004,2024-04-28
Harford,5,114903,0.004,2024-05-02
Anne Arundel,11,263410,0.004,2024-04-17
Charles,3,71824,0.004,2024-04-19
Queen Anne's,1,27481,0.004,2024-04-23
Howard,5,139627,0.004,2024-04-13
Queen Anne's,1,27481,0.004,2024-04-13
Charles,3,71824,0.004,2024-04-19
Baltimore,14,378410,0.004,2024-04-28
Montgomery,16,381547,0.004,2024-05-02
Charles,3,71824,0.004,2024-04-19
Charles,3,71824,0.004,2024-04-19
Queen Anne's,1,27481,0.004,2024-04-13
Baltimore,14,378230,0.004,2024-04-30
Montgomery,16,381547,0.004,2024-05-02
Anne Arundel,11,263410,0.004,2024-04-17
Charles,3,71824,0.004,2024-04-19
Queen Anne's,1,27481,0.004,2024-04-13
Montgomery,16,381547,0.004,2024-05-02
Talbot,1,23655,0.004,2024-05-02
Howard,5,139627,0.004,2024-04-13
Talbot,1,23646,0.004,2024-04-15
Queen Anne's,1,27481,0.004,2024-04-13
Baltimore,14,378230,0.004,2024-04-30
Charles,3,71824,0.004,2024-04-19
Howard,5,139596,0.004,2024-04-19
Montgomery,16,381547,0.004,2024-05-02
Anne Arundel,11,263410,0.004,2024-04-17
Talbot,1,23655,0.004,2024-05-02
Talbot,1,23646,0.004,2024-04-15
Montgomery,14,381577,0.004,2024-04-26
Howard,5,139596,0.004,2024-04-19
Montgomery,16,381547,0.004,2024-05-02
Talbot,1,23646,0.004,2024-04-15
Anne Arundel,11,263410,0.004,2024-04-17
Montgomery,14,381577,0.004,2024-04-26
Howard,5,139596,0.004,2024-04-19
Montgomery,15,381577,0.004,2024-04-26
Montgomery,14,381679,0.004,2024-04-15
Talbot,1,23646,0.004,2024-04-15
Montgomery,14,381577,0.004,2024-04-26
Baltimore,14,378420,0.004,2024-04-26
Montgomery,14,381679,0.004,2024-04-15
Charles,3,71820,0.004,2024-04-30
Talbot,1,23646,0.004,2024-04-15
Montgomery,15,381577,0.004,2024-04-26
Baltimore,14,378420,0.004,2024-04-26
Talbot,1,23646,0.004,2024-04-15
Montgomery,14,381577,0.004,2024-04-26
Anne Arundel,11,263234,0.004,2024-04-30
St. Mary's,2,56243,0.004,2024-04-15
Talbot,1,23646,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Howard,5,139627,0.004,2024-04-13
Talbot,1,23646,0.004,2024-04-15
Baltimore,17,378410,0.004,2024-04-28
Charles,3,71820,0.004,2024-04-30
Baltimore,17,378410,0.004,2024-04-28
St. Mary's,2,56243,0.004,2024-04-15
Talbot,1,23646,0.004,2024-04-15
Anne Arundel,11,263456,0.004,2024-04-15
Montgomery,15,381577,0.004,2024-04-26
Baltimore,17,378410,0.004,2024-04-28
Harford,5,114979,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Baltimore,17,378410,0.004,2024-04-28
Anne Arundel,11,263456,0.004,2024-04-15
Harford,5,114979,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,10,263456,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Baltimore,17,378410,0.004,2024-04-28
Montgomery,15,381543,0.004,2024-04-30
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,10,263456,0.004,2024-04-15
Montgomery,16,381543,0.004,2024-04-30
St. Mary's,2,56243,0.004,2024-04-15
Baltimore City,11,288472,0.004,2024-04-28
St. Mary's,2,56243,0.004,2024-04-15
Queen Anne's,1,27436,0.004,2024-04-30
Baltimore City,11,288472,0.004,2024-04-28
St. Mary's,2,56127,0.004,2024-04-28
Baltimore,16,378410,0.004,2024-04-28
Baltimore City,11,288472,0.004,2024-04-28
St. Mary's,2,56127,0.004,2024-04-28
Baltimore,16,378410,0.004,2024-04-28
Baltimore City,11,288472,0.004,2024-04-28
Howard,5,139652,0.004,2024-04-11
St. Mary's,2,56127,0.004,2024-04-28
St. Mary's,2,56243,0.004,2024-04-15
Prince George's,15,350104,0.004,2024-04-23
Baltimore,16,378410,0.004,2024-04-28
Baltimore City,11,288472,0.004,2024-04-28
St. Mary's,2,56127,0.004,2024-04-28
Baltimore,16,378410,0.004,2024-04-28
Queen Anne's,1,27436,0.004,2024-04-30
St. Mary's,2,56243,0.004,2024-04-15
St. Mary's,2,56127,0.004,2024-04-28
Baltimore,15,378410,0.004,2024-04-28
Queen Anne's,1,27481,0.004,2024-04-23
Harford,5,114958,0.004,2024-04-17
Baltimore,15,378410,0.004,2024-04-28
Howard,5,139652,0.004,2024-04-11
Howard,5,139652,0.004,2024-04-11
Harford,5,114958,0.004,2024-04-17
Prince George's,13,350050,0.004,2024-04-19
Baltimore,15,378410,0.004,2024-04-28
Harford,5,114958,0.004,2024-04-17
Baltimore,15,378410,0.004,2024-04-28
Howard,5,139652,0.004,2024-04-11
Baltimore,15,378410,0.004,2024-04-28
Howard,5,139652,0.004,2024-04-11
Harford,5,114958,0.004,2024-04-17
Anne Arundel,10,263410,0.004,2024-04-17
Charles,3,71820,0.004,2024-04-28
Frederick,5,116751,0.004,2024-04-30
Charles,3,71820,0.004,2024-04-28
Harford,5,114958,0.004,2024-04-17
Prince George's,15,350104,0.004,2024-04-23
Queen Anne's,1,27481,0.004,2024-04-23
Anne Arundel,10,263410,0.004,2024-04-17
Montgomery,14,381543,0.004,2024-04-30
Prince George's,13,350005,0.004,2024-04-14
Montgomery,14,381543,0.004,2024-04-30
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,10,263410,0.004,2024-04-17
Charles,3,71820,0.004,2024-04-28
Prince George's,15,350104,0.004,2024-04-23
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,11,263456,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,11,263456,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
St. Mary's,2,56243,0.004,2024-04-15
Montgomery,17,381680,0.004,2024-04-12
Prince George's,15,350104,0.004,2024-04-23
St. Mary's,2,56243,0.004,2024-04-15
Anne Arundel,10,263234,0.004,2024-04-30
Charles,3,71820,0.004,2024-04-30
Anne Arundel,10,263234,0.004,2024-04-30
Charles,3,71820,0.004,2024-04-30
Anne Arundel,10,263234,0.004,2024-04-30
Prince George's,15,350071,0.004,2024-04-21
Prince George's,15,350104,0.004,2024-04-23
Charles,3,71820,0.004,2024-04-30
Prince George's,15,350071,0.004,2024-04-21
Baltimore,14,378410,0.004,2024-04-28
Baltimore,14,378410,0.004,2024-04-28
Prince George's,15,350071,0.004,2024-04-21
Prince George's,15,350104,0.004,2024-04-23
Prince George's,13,350232,0.004,2024-04-30
Baltimore,14,378410,0.004,2024-04-28
Prince George's,15,350071,0.004,2024-04-21
Baltimore,14,378410,0.004,2024-04-28
Prince George's,15,350104,0.004,2024-04-23
Anne Arundel,11,263234,0.004,2024-04-30
Anne Arundel,11,263234,0.004,2024-04-30
Charles,3,71820,0.004,2024-05-02
Talbot,1,23647,0.004,2024-04-23
St. Mary's,2,56243,0.004,2024-04-16
Harford,5,114962,0.004,2024-04-16
St. Mary's,2,56243,0.004,2024-04-16
Harford,5,114962,0.004,2024-04-16
Harford,5,114962,0.004,2024-04-16
Harford,5,114962,0.004,2024-04-16
Prince George's,15,350071,0.004,2024-04-21
Harford,5,114962,0.004,2024-04-16
Prince George's,13,350079,0.004,2024-04-18
Prince George's,13,350079,0.004,2024-04-18
Charles,3,71824,0.004,2024-04-16
Charles,3,71824,0.004,2024-04-16
Charles,3,71824,0.004,2024-04-16
Montgomery,14,381677,0.004,2024-04-16
Charles,3,71824,0.004,2024-04-16
Howard,6,139631,0.004,2024-04-16
Montgomery,15,381677,0.004,2024-04-16
Charles,3,71824,0.004,2024-04-16
Howard,6,139631,0.004,2024-04-16
Montgomery,16,381677,0.004,2024-04-16
Howard,6,139619,0.004,2024-04-14
Charles,3,71824,0.004,2024-04-16
Montgomery,16,381677,0.004,2024-04-16
Charles,3,71824,0.004,2024-04-16
Montgomery,16,381677,0.004,2024-04-16
Howard,6,139619,0.004,2024-04-14
Anne Arundel,10,263428,0.004,2024-04-16
Anne Arundel,10,263428,0.004,2024-04-16
Howard,6,139619,0.004,2024-04-14
Anne Arundel,11,263428,0.004,2024-04-16
Montgomery,14,381549,0.004,2024-04-29
Montgomery,15,381677,0.004,2024-04-16
Anne Arundel,11,263428,0.004,2024-04-16
Anne Arundel,11,263428,0.004,2024-04-16
Baltimore City,11,288632,0.004,2024-04-23
Montgomery,15,381677,0.004,2024-04-16
Montgomery,15,381677,0.004,2024-04-16
Montgomery,15,381677,0.004,2024-04-16
Montgomery,17,381677,0.004,2024-04-16
Montgomery,16,381677,0.004,2024-04-16
Montgomery,17,381677,0.004,2024-04-16
Montgomery,17,381668,0.004,2024-04-23
Baltimore City,11,288632,0.004,2024-04-23
Montgomery,17,381668,0.004,2024-04-23
Montgomery,17,381677,0.004,2024-04-16
Anne Arundel,11,263428,0.004,2024-04-16
Montgomery,17,381677,0.004,2024-04-16
Montgomery,16,381668,0.004,2024-04-23
Montgomery,17,381677,0.004,2024-04-16
Anne Arundel,11,263428,0.004,2024-04-16
Montgomery,17,381677,0.004,2024-04-16
Anne Arundel,11,263428,0.004,2024-04-16
St. Mary's,2,56127,0.004,2024-05-01
Montgomery,17,381677,0.004,2024-04-16
