Year_Month,Fuel_Category,County,Count
2022/10,Plug-In Hybrid,TX,8
2022/10,Plug-In Hybrid,UT,1
2022/10,Plug-In Hybrid,VA,177
2022/10,Plug-In Hybrid,WA,5
2022/10,Plug-In Hybrid,WASHINGTON,258
2022/10,Plug-In Hybrid,WI,4
2022/10,Plug-In Hybrid,WICOMICO,157
2022/10,Plug-In Hybrid,WORCESTER,115
2022/10,Plug-In Hybrid,WV,13
2022/11,Electric,AK,1
2022/11,Electric,AL,3
2022/11,Electric,ALLEGANY,85
2022/11,Electric,ANNE ARUNDEL,4577
2022/11,Electric,AR,1
2022/11,Electric,AZ,1
2022/11,Electric,BALTIMORE,3844
2022/11,Electric,BALTIMORE CITY,2042
2022/11,Electric,CA,10
2022/11,Electric,CALVERT,393
2022/11,Electric,CAROLINE,70
2022/11,Electric,CARROLL,797
2022/11,Electric,CECIL,229
2022/11,Electric,CHARLES,734
2022/11,Electric,CO,3
2022/11,Electric,CT,1
2022/11,Electric,DC,177
2022/11,Electric,DE,50
2022/11,Electric,DORCHESTER,56
2022/11,Electric,FL,32
2022/11,Electric,FREDERICK,2022
2022/11,Electric,GA,8
2022/11,Electric,GARRETT,34
2022/11,Electric,HARFORD,937
2022/11,Electric,HOWARD,4693
2022/11,Electric,IL,2
2022/11,Electric,IN,1
2022/11,Electric,KENT,46
2022/11,Electric,KY,3
2022/11,Electric,LA,1
2022/11,Electric,MA,6
2022/11,Electric,MI,5
2022/11,Electric,MO,2
2022/11,Electric,MONTGOMERY,13033
2022/11,Electric,MT,2
2022/11,Electric,NC,18
2022/11,Electric,NH,1
2022/11,Electric,NJ,14
2022/11,Electric,NV,1
2022/11,Electric,NY,21
2022/11,Electric,OH,9
2022/11,Electric,OR,2
2022/11,Electric,PA,55
2022/11,Electric,PRINCE GEORGES,3641
2022/11,Electric,QUEEN ANNES,230
2022/11,Electric,SAINT MARYS,411
2022/11,Electric,SC,7
2022/11,Electric,SOMERSET,8
2022/11,Electric,TALBOT,218
2022/11,Electric,TN,2
2022/11,Electric,TX,138
2022/11,Electric,VA,179
2022/11,Electric,WA,7
2022/11,Electric,WASHINGTON,328
2022/11,Electric,WI,1
2022/11,Electric,WICOMICO,153
2022/11,Electric,WORCESTER,145
2022/11,Electric,WV,27
2022/11,Plug-In Hybrid,AK,2
2022/11,Plug-In Hybrid,ALLEGANY,86
2022/11,Plug-In Hybrid,ANNE ARUNDEL,2334
2022/11,Plug-In Hybrid,AR,1
2022/11,Plug-In Hybrid,AZ,2
2022/11,Plug-In Hybrid,BALTIMORE,2159
2022/11,Plug-In Hybrid,BALTIMORE CITY,1129
2022/11,Plug-In Hybrid,CA,8
2022/11,Plug-In Hybrid,CALVERT,293
2022/11,Plug-In Hybrid,CAROLINE,56
2022/11,Plug-In Hybrid,CARROLL,473
2022/11,Plug-In Hybrid,CECIL,152
2022/11,Plug-In Hybrid,CHARLES,293
2022/11,Plug-In Hybrid,CO,3
2022/11,Plug-In Hybrid,CT,2
2022/11,Plug-In Hybrid,DC,105
2022/11,Plug-In Hybrid,DE,35
2022/11,Plug-In Hybrid,DORCHESTER,39
2022/11,Plug-In Hybrid,FL,30
2022/11,Plug-In Hybrid,FREDERICK,1203
2022/11,Plug-In Hybrid,GA,6
2022/11,Plug-In Hybrid,GARRETT,21
2022/11,Plug-In Hybrid,HARFORD,581
2022/11,Plug-In Hybrid,HOWARD,2030
2022/11,Plug-In Hybrid,IA,1
2022/11,Plug-In Hybrid,IL,12
2022/11,Plug-In Hybrid,IN,2
2022/11,Plug-In Hybrid,KENT,51
2022/11,Plug-In Hybrid,KY,7
2022/11,Plug-In Hybrid,LA,4
2022/11,Plug-In Hybrid,MA,3
2022/11,Plug-In Hybrid,MI,7
2022/11,Plug-In Hybrid,MN,6
2022/11,Plug-In Hybrid,MO,2
2022/11,Plug-In Hybrid,MONTGOMERY,6305
2022/11,Plug-In Hybrid,MS,3
2022/11,Plug-In Hybrid,MT,1
2022/11,Plug-In Hybrid,NC,31
2022/11,Plug-In Hybrid,ND,1
2022/11,Plug-In Hybrid,NH,1
2022/11,Plug-In Hybrid,NJ,16
2022/11,Plug-In Hybrid,NM,1
2022/11,Plug-In Hybrid,NY,14
2022/11,Plug-In Hybrid,OH,10
2022/11,Plug-In Hybrid,OK,1
2022/11,Plug-In Hybrid,PA,75
2022/11,Plug-In Hybrid,PRINCE GEORGES,1728
2022/11,Plug-In Hybrid,QUEEN ANNES,152
2022/11,Plug-In Hybrid,RI,1
2022/11,Plug-In Hybrid,SAINT MARYS,307
2022/11,Plug-In Hybrid,SC,6
2022/11,Plug-In Hybrid,SOMERSET,19
2022/11,Plug-In Hybrid,TALBOT,138
2022/11,Plug-In Hybrid,TN,4
2022/11,Plug-In Hybrid,TX,61
2022/11,Plug-In Hybrid,UT,1
2022/11,Plug-In Hybrid,VA,201
2022/11,Plug-In Hybrid,WA,4
2022/11,Plug-In Hybrid,WASHINGTON,257
2022/11,Plug-In Hybrid,WI,5
2022/11,Plug-In Hybrid,WICOMICO,164
2022/11,Plug-In Hybrid,WORCESTER,119
2022/11,Plug-In Hybrid,WV,13
2022/12,Electric,AK,1
2022/12,Electric,AL,3
2022/12,Electric,ALLEGANY,98
2022/12,Electric,ANNE ARUNDEL,4854
2022/12,Electric,AZ,2
2022/12,Electric,BALTIMORE,3999
2022/12,Electric,BALTIMORE CITY,2110
2022/12,Electric,CA,12
2022/12,Electric,CALVERT,406
2022/12,Electric,CAROLINE,70
2022/12,Electric,CARROLL,815
2022/12,Electric,CECIL,239
2022/12,Electric,CHARLES,760
2022/12,Electric,CO,3
2022/12,Electric,CT,5
2022/12,Electric,DC,233
2022/12,Electric,DE,59
2022/12,Electric,DORCHESTER,58
2022/12,Electric,FL,38
2022/12,Electric,FREDERICK,2095
2022/12,Electric,GA,12
2022/12,Electric,GARRETT,34
2022/12,Electric,HARFORD,979
2022/12,Electric,HOWARD,4969
2022/12,Electric,ID,1
2022/12,Electric,IL,9
2022/12,Electric,IN,3
2022/12,Electric,KENT,47
2022/12,Electric,KS,2
2022/12,Electric,KY,1
2022/12,Electric,LA,1
2022/12,Electric,MA,5
2022/12,Electric,ME,1
2022/12,Electric,MI,7
2022/12,Electric,MO,2
2022/12,Electric,MONTGOMERY,13591
2022/12,Electric,MT,3
2022/12,Electric,NC,27
2022/12,Electric,NJ,15
2022/12,Electric,NV,3
2022/12,Electric,NY,22
2022/12,Electric,OH,9
2022/12,Electric,OR,2
2022/12,Electric,PA,67
2022/12,Electric,PRINCE GEORGES,3769
2022/12,Electric,QUEEN ANNES,242
2022/12,Electric,SAINT MARYS,422
2022/12,Electric,SC,9
2022/12,Electric,SOMERSET,9
2022/12,Electric,TALBOT,225
2022/12,Electric,TN,4
2022/12,Electric,TX,135
2022/12,Electric,VA,365
2022/12,Electric,WA,3
2022/12,Electric,WASHINGTON,341
2022/12,Electric,WI,1
2022/12,Electric,WICOMICO,157
2022/12,Electric,WORCESTER,159
2022/12,Electric,WV,47
2022/12,Plug-In Hybrid,AK,2
2022/12,Plug-In Hybrid,AL,2
2022/12,Plug-In Hybrid,ALLEGANY,92
2022/12,Plug-In Hybrid,ANNE ARUNDEL,2366
2022/12,Plug-In Hybrid,AZ,2
2022/12,Plug-In Hybrid,BALTIMORE,2215
2022/12,Plug-In Hybrid,BALTIMORE CITY,1151
2022/12,Plug-In Hybrid,CA,7
2022/12,Plug-In Hybrid,CALVERT,296
2022/12,Plug-In Hybrid,CAROLINE,58
2022/12,Plug-In Hybrid,CARROLL,479
2022/12,Plug-In Hybrid,CECIL,157
2022/12,Plug-In Hybrid,CHARLES,298
2022/12,Plug-In Hybrid,CO,5
2022/12,Plug-In Hybrid,CT,6
2022/12,Plug-In Hybrid,DC,112
2022/12,Plug-In Hybrid,DE,38
2022/12,Plug-In Hybrid,DORCHESTER,39
2022/12,Plug-In Hybrid,FL,25
2022/12,Plug-In Hybrid,FREDERICK,1224
2022/12,Plug-In Hybrid,GA,5
2022/12,Plug-In Hybrid,GARRETT,21
2022/12,Plug-In Hybrid,HARFORD,587
2022/12,Plug-In Hybrid,HI,2
2022/12,Plug-In Hybrid,HOWARD,2067
2022/12,Plug-In Hybrid,IL,9
2022/12,Plug-In Hybrid,IN,3
2022/12,Plug-In Hybrid,KENT,52
2022/12,Plug-In Hybrid,KY,4
2022/12,Plug-In Hybrid,LA,2
2022/12,Plug-In Hybrid,MA,5
2022/12,Plug-In Hybrid,MI,7
2022/12,Plug-In Hybrid,MN,4
2022/12,Plug-In Hybrid,MO,1
2022/12,Plug-In Hybrid,MONTGOMERY,6445
2022/12,Plug-In Hybrid,MS,2
2022/12,Plug-In Hybrid,MT,2
2022/12,Plug-In Hybrid,NC,26
2022/12,Plug-In Hybrid,ND,1
2022/12,Plug-In Hybrid,NH,1
2022/12,Plug-In Hybrid,NJ,11
2022/12,Plug-In Hybrid,NM,2
2022/12,Plug-In Hybrid,NY,10
2022/12,Plug-In Hybrid,OH,11
2022/12,Plug-In Hybrid,OK,1
2022/12,Plug-In Hybrid,PA,81
2022/12,Plug-In Hybrid,PRINCE GEORGES,1762
2022/12,Plug-In Hybrid,QUEEN ANNES,157
2022/12,Plug-In Hybrid,RI,2
2022/12,Plug-In Hybrid,SAINT MARYS,306
2022/12,Plug-In Hybrid,SC,8
2022/12,Plug-In Hybrid,SOMERSET,19
2022/12,Plug-In Hybrid,TALBOT,141
2022/12,Plug-In Hybrid,TN,6
2022/12,Plug-In Hybrid,TX,62
2022/12,Plug-In Hybrid,VA,212
2022/12,Plug-In Hybrid,WA,5
2022/12,Plug-In Hybrid,WASHINGTON,261
2022/12,Plug-In Hybrid,WI,3
2022/12,Plug-In Hybrid,WICOMICO,169
2022/12,Plug-In Hybrid,WORCESTER,124
2022/12,Plug-In Hybrid,WV,11
2023/01,Electric,AK,1
2023/01,Electric,AL,3
2023/01,Electric,ALLEGANY,106
2023/01,Electric,ANNE ARUNDEL,5206
2023/01,Electric,AZ,4
2023/01,Electric,BALTIMORE,4109
2023/01,Electric,BALTIMORE CITY,2158
2023/01,Electric,CA,14
2023/01,Electric,CALVERT,419
2023/01,Electric,CAROLINE,75
2023/01,Electric,CARROLL,841
2023/01,Electric,CECIL,244
2023/01,Electric,CHARLES,786
2023/01,Electric,CO,3
2023/01,Electric,CT,7
2023/01,Electric,DC,236
2023/01,Electric,DE,66
2023/01,Electric,DORCHESTER,59
2023/01,Electric,FL,28
2023/01,Electric,FREDERICK,2180
2023/01,Electric,GA,6
2023/01,Electric,GARRETT,39
2023/01,Electric,HARFORD,1003
2023/01,Electric,HOWARD,5125
2023/01,Electric,ID,1
2023/01,Electric,IL,4
2023/01,Electric,IN,4
2023/01,Electric,KENT,48
2023/01,Electric,KS,2
2023/01,Electric,KY,1
2023/01,Electric,LA,3
2023/01,Electric,MA,3
2023/01,Electric,ME,1
2023/01,Electric,MI,6
2023/01,Electric,MO,3
2023/01,Electric,MONTGOMERY,13992
2023/01,Electric,MT,2
2023/01,Electric,NC,18
2023/01,Electric,NJ,11
2023/01,Electric,NV,1
2023/01,Electric,NY,17
2023/01,Electric,OH,9
2023/01,Electric,OR,3
2023/01,Electric,PA,59
2023/01,Electric,PRINCE GEORGES,3895
2023/01,Electric,QUEEN ANNES,248
2023/01,Electric,SAINT MARYS,426
2023/01,Electric,SC,10
2023/01,Electric,SOMERSET,11
2023/01,Electric,TALBOT,227
2023/01,Electric,TN,5
2023/01,Electric,TX,120
2023/01,Electric,VA,446
2023/01,Electric,WA,4
2023/01,Electric,WASHINGTON,354
2023/01,Electric,WICOMICO,163
2023/01,Electric,WORCESTER,170
2023/01,Electric,WV,46
2023/01,Plug-In Hybrid,AK,1
2023/01,Plug-In Hybrid,AL,2
2023/01,Plug-In Hybrid,ALLEGANY,98
2023/01,Plug-In Hybrid,ANNE ARUNDEL,2399
2023/01,Plug-In Hybrid,AZ,2
2023/01,Plug-In Hybrid,BALTIMORE,2242
2023/01,Plug-In Hybrid,BALTIMORE CITY,1151
2023/01,Plug-In Hybrid,CA,4
2023/01,Plug-In Hybrid,CALVERT,295
2023/01,Plug-In Hybrid,CAROLINE,59
2023/01,Plug-In Hybrid,CARROLL,490
2023/01,Plug-In Hybrid,CECIL,160
2023/01,Plug-In Hybrid,CHARLES,296
2023/01,Plug-In Hybrid,CO,8
2023/01,Plug-In Hybrid,CT,5
2023/01,Plug-In Hybrid,DC,112
2023/01,Plug-In Hybrid,DE,46
2023/01,Plug-In Hybrid,DORCHESTER,39
2023/01,Plug-In Hybrid,FL,24
2023/01,Plug-In Hybrid,FREDERICK,1264
2023/01,Plug-In Hybrid,GA,4
2023/01,Plug-In Hybrid,GARRETT,21
2023/01,Plug-In Hybrid,HARFORD,595
2023/01,Plug-In Hybrid,HI,1
2023/01,Plug-In Hybrid,HOWARD,2083
2023/01,Plug-In Hybrid,IL,6
2023/01,Plug-In Hybrid,IN,2
2023/01,Plug-In Hybrid,KENT,51
2023/01,Plug-In Hybrid,KY,2
2023/01,Plug-In Hybrid,LA,1
2023/01,Plug-In Hybrid,MA,3
2023/01,Plug-In Hybrid,MI,3
2023/01,Plug-In Hybrid,MN,2
2023/01,Plug-In Hybrid,MONTGOMERY,6544
2023/01,Plug-In Hybrid,MS,1
2023/01,Plug-In Hybrid,MT,1
2023/01,Plug-In Hybrid,NC,22
2023/01,Plug-In Hybrid,NJ,10
2023/01,Plug-In Hybrid,NM,2
2023/01,Plug-In Hybrid,NY,12
2023/01,Plug-In Hybrid,OH,8
2023/01,Plug-In Hybrid,OK,1
2023/01,Plug-In Hybrid,PA,69
2023/01,Plug-In Hybrid,PRINCE GEORGES,1791
2023/01,Plug-In Hybrid,QUEEN ANNES,156
2023/01,Plug-In Hybrid,RI,1
2023/01,Plug-In Hybrid,SAINT MARYS,310
2023/01,Plug-In Hybrid,SC,8
2023/01,Plug-In Hybrid,SOMERSET,19
2023/01,Plug-In Hybrid,TALBOT,138
2023/01,Plug-In Hybrid,TN,6
2023/01,Plug-In Hybrid,TX,57
2023/01,Plug-In Hybrid,VA,168
2023/01,Plug-In Hybrid,WA,5
2023/01,Plug-In Hybrid,WASHINGTON,262
2023/01,Plug-In Hybrid,WI,1
2023/01,Plug-In Hybrid,WICOMICO,168
2023/01,Plug-In Hybrid,WORCESTER,123
2023/01,Plug-In Hybrid,WV,10
2023/02,Electric,AL,2
2023/02,Electric,ALLEGANY,108
2023/02,Electric,ANNE ARUNDEL,5404
2023/02,Electric,AZ,5
2023/02,Electric,BALTIMORE,4234
2023/02,Electric,BALTIMORE CITY,2209
2023/02,Electric,CA,17
2023/02,Electric,CALVERT,447
2023/02,Electric,CAROLINE,76
2023/02,Electric,CARROLL,874
2023/02,Electric,CECIL,257
2023/02,Electric,CHARLES,809
2023/02,Electric,CO,2
2023/02,Electric,CT,5
2023/02,Electric,DC,225
2023/02,Electric,DE,59
2023/02,Electric,DORCHESTER,61
2023/02,Electric,FL,36
2023/02,Electric,FREDERICK,2287
2023/02,Electric,GA,5
2023/02,Electric,GARRETT,38
2023/02,Electric,HARFORD,1049
2023/02,Electric,HI,1
2023/02,Electric,HOWARD,5382
2023/02,Electric,IL,4
2023/02,Electric,IN,2
2023/02,Electric,KENT,50
2023/02,Electric,KS,1
2023/02,Electric,LA,2
2023/02,Electric,MA,2
2023/02,Electric,MI,2
2023/02,Electric,MO,3
2023/02,Electric,MONTGOMERY,14482
2023/02,Electric,MT,1
2023/02,Electric,NC,20
2023/02,Electric,NH,1
2023/02,Electric,NJ,11
2023/02,Electric,NV,1
2023/02,Electric,NY,12
2023/02,Electric,OH,9
2023/02,Electric,OR,1
2023/02,Electric,PA,64
2023/02,Electric,PRINCE GEORGES,4019
2023/02,Electric,QUEEN ANNES,256
2023/02,Electric,RI,1
2023/02,Electric,SAINT MARYS,436
2023/02,Electric,SC,12
2023/02,Electric,SD,1
2023/02,Electric,SOMERSET,11
2023/02,Electric,TALBOT,232
2023/02,Electric,TN,7
2023/02,Electric,TX,120
2023/02,Electric,VA,356
2023/02,Electric,WA,3
2023/02,Electric,WASHINGTON,367
2023/02,Electric,WICOMICO,170
2023/02,Electric,WORCESTER,175
2023/02,Electric,WV,37
2023/02,Plug-In Hybrid,AK,1
2023/02,Plug-In Hybrid,AL,4
2023/02,Plug-In Hybrid,ALLEGANY,98
2023/02,Plug-In Hybrid,ANNE ARUNDEL,2455
2023/02,Plug-In Hybrid,AZ,1
2023/02,Plug-In Hybrid,BALTIMORE,2288
2023/02,Plug-In Hybrid,BALTIMORE CITY,1171
2023/02,Plug-In Hybrid,CA,3
2023/02,Plug-In Hybrid,CALVERT,304
2023/02,Plug-In Hybrid,CAROLINE,62
2023/02,Plug-In Hybrid,CARROLL,498
2023/02,Plug-In Hybrid,CECIL,160
2023/02,Plug-In Hybrid,CHARLES,308
2023/02,Plug-In Hybrid,CO,9
2023/02,Plug-In Hybrid,CT,3
2023/02,Plug-In Hybrid,DC,119
2023/02,Plug-In Hybrid,DE,50
2023/02,Plug-In Hybrid,DORCHESTER,40
2023/02,Plug-In Hybrid,FL,17
2023/02,Plug-In Hybrid,FREDERICK,1284
2023/02,Plug-In Hybrid,GA,6
2023/02,Plug-In Hybrid,GARRETT,20
2023/02,Plug-In Hybrid,HARFORD,602
2023/02,Plug-In Hybrid,HOWARD,2107
2023/02,Plug-In Hybrid,IL,6
2023/02,Plug-In Hybrid,IN,2
2023/02,Plug-In Hybrid,KENT,52
2023/02,Plug-In Hybrid,KY,3
2023/02,Plug-In Hybrid,LA,1
2023/02,Plug-In Hybrid,MI,5
2023/02,Plug-In Hybrid,MONTGOMERY,6637
2023/02,Plug-In Hybrid,MS,2
2023/02,Plug-In Hybrid,MT,1
2023/02,Plug-In Hybrid,NC,19
2023/02,Plug-In Hybrid,NE,1
2023/02,Plug-In Hybrid,NJ,9
2023/02,Plug-In Hybrid,NM,3
2023/02,Plug-In Hybrid,NV,1
2023/02,Plug-In Hybrid,NY,15
2023/02,Plug-In Hybrid,OH,14
2023/02,Plug-In Hybrid,PA,63
2023/02,Plug-In Hybrid,PRINCE GEORGES,1842
2023/02,Plug-In Hybrid,QUEEN ANNES,156
2023/02,Plug-In Hybrid,SAINT MARYS,311
2023/02,Plug-In Hybrid,SC,8
2023/02,Plug-In Hybrid,SOMERSET,19
2023/02,Plug-In Hybrid,TALBOT,143
2023/02,Plug-In Hybrid,TN,5
2023/02,Plug-In Hybrid,TX,50
2023/02,Plug-In Hybrid,VA,143
2023/02,Plug-In Hybrid,WA,3
2023/02,Plug-In Hybrid,WASHINGTON,266
2023/02,Plug-In Hybrid,WI,1
2023/02,Plug-In Hybrid,WICOMICO,167
2023/02,Plug-In Hybrid,WORCESTER,126
2023/02,Plug-In Hybrid,WV,8
2023/03,Electric,AK,1
2023/03,Electric,AL,3
2023/03,Electric,ALLEGANY,110
2023/03,Electric,ANNE ARUNDEL,5610
2023/03,Electric,AZ,3
2023/03,Electric,BALTIMORE,4423
2023/03,Electric,BALTIMORE CITY,2262
2023/03,Electric,CA,18
2023/03,Electric,CALVERT,460
2023/03,Electric,CAROLINE,80
2023/03,Electric,CARROLL,919
2023/03,Electric,CECIL,263
2023/03,Electric,CHARLES,846
2023/03,Electric,CO,4
2023/03,Electric,CT,2
2023/03,Electric,DC,264
2023/03,Electric,DE,71
2023/03,Electric,DORCHESTER,61
2023/03,Electric,FL,45
2023/03,Electric,FREDERICK,2404
2023/03,Electric,GA,6
2023/03,Electric,GARRETT,38
2023/03,Electric,HARFORD,1112
2023/03,Electric,HI,3
2023/03,Electric,HOWARD,5665
2023/03,Electric,ID,1
2023/03,Electric,IL,6
2023/03,Electric,KENT,51
2023/03,Electric,LA,1
2023/03,Electric,MA,1
2023/03,Electric,ME,1
2023/03,Electric,MI,3
2023/03,Electric,MN,1
2023/03,Electric,MO,4
2023/03,Electric,MONTGOMERY,15079
2023/03,Electric,MT,2
2023/03,Electric,NC,19
2023/03,Electric,NH,4
2023/03,Electric,NJ,18
2023/03,Electric,NV,3
2023/03,Electric,NY,14
2023/03,Electric,OH,12
2023/03,Electric,OR,2
2023/03,Electric,PA,69
2023/03,Electric,PRINCE GEORGES,4202
2023/03,Electric,QUEEN ANNES,272
2023/03,Electric,RI,1
2023/03,Electric,SAINT MARYS,446
2023/03,Electric,SC,14
2023/03,Electric,SD,1
2023/03,Electric,SOMERSET,13
2023/03,Electric,TALBOT,238
2023/03,Electric,TN,5
2023/03,Electric,TX,114
2023/03,Electric,VA,342
2023/03,Electric,VT,1
2023/03,Electric,WA,6
2023/03,Electric,WASHINGTON,382
2023/03,Electric,WICOMICO,178
2023/03,Electric,WORCESTER,189
2023/03,Electric,WV,37
2023/03,Plug-In Hybrid,AK,2
2023/03,Plug-In Hybrid,AL,6
2023/03,Plug-In Hybrid,ALLEGANY,104
2023/03,Plug-In Hybrid,ANNE ARUNDEL,2575
2023/03,Plug-In Hybrid,AZ,4
2023/03,Plug-In Hybrid,BALTIMORE,2319
2023/03,Plug-In Hybrid,BALTIMORE CITY,1197
2023/03,Plug-In Hybrid,CA,4
2023/03,Plug-In Hybrid,CALVERT,312
2023/03,Plug-In Hybrid,CAROLINE,62
2023/03,Plug-In Hybrid,CARROLL,508
2023/03,Plug-In Hybrid,CECIL,162
2023/03,Plug-In Hybrid,CHARLES,311
2023/03,Plug-In Hybrid,CO,8
2023/03,Plug-In Hybrid,CT,3
2023/03,Plug-In Hybrid,DC,105
2023/03,Plug-In Hybrid,DE,43
2023/03,Plug-In Hybrid,DORCHESTER,41
2023/03,Plug-In Hybrid,FL,16
2023/03,Plug-In Hybrid,FREDERICK,1308
2023/03,Plug-In Hybrid,GA,5
2023/03,Plug-In Hybrid,GARRETT,22
2023/03,Plug-In Hybrid,HARFORD,628
2023/03,Plug-In Hybrid,HOWARD,2134
2023/03,Plug-In Hybrid,IL,9
2023/03,Plug-In Hybrid,KENT,52
2023/03,Plug-In Hybrid,KS,1
2023/03,Plug-In Hybrid,KY,2
2023/03,Plug-In Hybrid,LA,1
2023/03,Plug-In Hybrid,MA,2
2023/03,Plug-In Hybrid,MI,8
2023/03,Plug-In Hybrid,MN,2
2023/03,Plug-In Hybrid,MONTGOMERY,6763
2023/03,Plug-In Hybrid,MS,1
2023/03,Plug-In Hybrid,NC,24
2023/03,Plug-In Hybrid,NE,1
2023/03,Plug-In Hybrid,NJ,11
2023/03,Plug-In Hybrid,NM,1
2023/03,Plug-In Hybrid,NV,1
2023/03,Plug-In Hybrid,NY,18
2023/03,Plug-In Hybrid,OH,20
2023/03,Plug-In Hybrid,PA,71
2023/03,Plug-In Hybrid,PR,1
2023/03,Plug-In Hybrid,PRINCE GEORGES,1886
2023/03,Plug-In Hybrid,QUEEN ANNES,157
2023/03,Plug-In Hybrid,RI,1
2023/03,Plug-In Hybrid,SAINT MARYS,314
2023/03,Plug-In Hybrid,SC,7
2023/03,Plug-In Hybrid,SOMERSET,19
2023/03,Plug-In Hybrid,TALBOT,151
2023/03,Plug-In Hybrid,TN,5
2023/03,Plug-In Hybrid,TX,48
2023/03,Plug-In Hybrid,VA,177
2023/03,Plug-In Hybrid,WA,3
2023/03,Plug-In Hybrid,WASHINGTON,272
2023/03,Plug-In Hybrid,WI,3
2023/03,Plug-In Hybrid,WICOMICO,169
2023/03,Plug-In Hybrid,WORCESTER,130
2023/03,Plug-In Hybrid,WV,13
2023/04,Electric,AK,2
2023/04,Electric,AL,3
2023/04,Electric,ALLEGANY,120
2023/04,Electric,ANNE ARUNDEL,5996
2023/04,Electric,AZ,3
2023/04,Electric,BALTIMORE,4566
2023/04,Electric,BALTIMORE CITY,2131
2023/04,Electric,CA,20
2023/04,Electric,CALVERT,469
2023/04,Electric,CAROLINE,86
2023/04,Electric,CARROLL,956
2023/04,Electric,CECIL,267
2023/04,Electric,CHARLES,876
2023/04,Electric,CO,4
2023/04,Electric,CT,4
2023/04,Electric,DC,249
2023/04,Electric,DE,66
2023/04,Electric,DORCHESTER,63
2023/04,Electric,FL,40
2023/04,Electric,FREDERICK,2477
2023/04,Electric,GA,11
2023/04,Electric,GARRETT,44
2023/04,Electric,HARFORD,1158
2023/04,Electric,HI,2
2023/04,Electric,HOWARD,5864
2023/04,Electric,ID,1
2023/04,Electric,IL,9
2023/04,Electric,IN,1
2023/04,Electric,KENT,53
2023/04,Electric,KS,1
2023/04,Electric,KY,1
2023/04,Electric,LA,3
2023/04,Electric,MA,4
2023/04,Electric,ME,2
2023/04,Electric,MI,6
2023/04,Electric,MN,2
2023/04,Electric,MO,2
2023/04,Electric,MONTGOMERY,15560
2023/04,Electric,MT,1
2023/04,Electric,NC,20
2023/04,Electric,NH,4
2023/04,Electric,NJ,25
2023/04,Electric,NM,1
2023/04,Electric,NV,5
2023/04,Electric,NY,21
2023/04,Electric,OH,24
2023/04,Electric,PA,63
2023/04,Electric,PRINCE GEORGES,4379
2023/04,Electric,QUEEN ANNES,280
2023/04,Electric,SAINT MARYS,463
2023/04,Electric,SC,12
2023/04,Electric,SD,1
2023/04,Electric,SOMERSET,14
2023/04,Electric,TALBOT,243
2023/04,Electric,TN,3
2023/04,Electric,TX,15
2023/04,Electric,VA,313
2023/04,Electric,VT,2
2023/04,Electric,WA,9
2023/04,Electric,WASHINGTON,391
2023/04,Electric,WICOMICO,185
2023/04,Electric,WORCESTER,197
2023/04,Electric,WV,28
2023/04,Plug-In Hybrid,AK,2
2023/04,Plug-In Hybrid,AL,4
2023/04,Plug-In Hybrid,ALLEGANY,108
2023/04,Plug-In Hybrid,ANNE ARUNDEL,2732
2023/04,Plug-In Hybrid,AZ,5
2023/04,Plug-In Hybrid,BALTIMORE,2369
2023/04,Plug-In Hybrid,BALTIMORE CITY,1222
2023/04,Plug-In Hybrid,CA,3
2023/04,Plug-In Hybrid,CALVERT,321
2023/04,Plug-In Hybrid,CAROLINE,64
2023/04,Plug-In Hybrid,CARROLL,510
2023/04,Plug-In Hybrid,CECIL,166
2023/04,Plug-In Hybrid,CHARLES,317
2023/04,Plug-In Hybrid,CO,5
2023/04,Plug-In Hybrid,CT,3
2023/04,Plug-In Hybrid,DC,96
2023/04,Plug-In Hybrid,DE,35
2023/04,Plug-In Hybrid,DORCHESTER,44
2023/04,Plug-In Hybrid,FL,14
2023/04,Plug-In Hybrid,FREDERICK,1349
2023/04,Plug-In Hybrid,GA,5
2023/04,Plug-In Hybrid,GARRETT,25
2023/04,Plug-In Hybrid,HARFORD,646
2023/04,Plug-In Hybrid,HOWARD,2162
2023/04,Plug-In Hybrid,IL,11
2023/04,Plug-In Hybrid,KENT,51
2023/04,Plug-In Hybrid,KS,3
2023/04,Plug-In Hybrid,KY,3
2023/04,Plug-In Hybrid,LA,1
2023/04,Plug-In Hybrid,MA,3
2023/04,Plug-In Hybrid,MI,8
2023/04,Plug-In Hybrid,MN,3
2023/04,Plug-In Hybrid,MO,2
2023/04,Plug-In Hybrid,MONTGOMERY,6876
2023/04,Plug-In Hybrid,NC,27
2023/04,Plug-In Hybrid,NJ,13
2023/04,Plug-In Hybrid,NM,1
2023/04,Plug-In Hybrid,NY,26
2023/04,Plug-In Hybrid,OH,16
2023/04,Plug-In Hybrid,PA,74
2023/04,Plug-In Hybrid,PR,1
2023/04,Plug-In Hybrid,PRINCE GEORGES,1924
2023/04,Plug-In Hybrid,QUEEN ANNES,163
2023/04,Plug-In Hybrid,RI,1
2023/04,Plug-In Hybrid,SAINT MARYS,315
2023/04,Plug-In Hybrid,SC,5
2023/04,Plug-In Hybrid,SOMERSET,19
2023/04,Plug-In Hybrid,TALBOT,150
2023/04,Plug-In Hybrid,TN,4
2023/04,Plug-In Hybrid,TX,12
2023/04,Plug-In Hybrid,VA,180
2023/04,Plug-In Hybrid,WA,3
